,Unnamed: 0,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Keyless_Entry,Power,Torque,Odo,Speedo,Tacho,Trip,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_MP3_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Diing_Rear-View_Mirror,Hill_Assist,Gear_Indicator,Engine_Iobilizer,Seat_Back_Pockets,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Adjustable_Steering_Column,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Leather_Wrapped_Steering,Automatic_Headlamps,ASR_Traction_Control,Cruise_Control
753,753,Skoda,Superb,Style 1.8 Tsi At,2779599,1798,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,66,Petrol,1483,4861,1864,Sedan,4,10.1,14.67,14.67,1540,7,164,Ventilated Disc,Ventilated Disc,McPherson suspension with lower triangular links and torsion stabilizer,"Multi-element axle, with one longitudinal and three transverse links, with torsion stabiliser",1490,1540,205/55 R16,205/55 R16,Electro-Hydraulic,All Windows,Smart Key,180PS@6200RPM,250NM@1250-5000rpm,Digital,Analog,Analog,TRUE,5,Leather,Automatic,2841,205/55 R16,TRUE,2,CD/MP3/DVD Player with USB & Aux-in,TRUE,TRUE,2 years / Unlimited Kms,TRUE,"With Remote, Internal",625,TRUE,TRUE,TRUE,Digital,Front & Rear,TRUE,Front & Rear,TRUE,"3rd/4th year/up to 80,000 Kms (whichever comes first)",TRUE,Internal,Analog,Manual,Analog + Digital,TRUE,11.7,TRUE,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,All Rows,2030,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",TRUE,TRUE,TRUE,TRUE,8,"Rake, Reach",Front and rear sensors with camera,TRUE,TRUE,TRUE,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",TRUE,TRUE,Electric Adjustment with Memory,TRUE,TRUE,Cup Holders,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
754,754,Skoda,Superb,L & K 1.8 Tsi At,3099599,1798,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,66,Petrol,1483,4861,1864,Sedan,4,11.3,13.7,13.7,1540,7,164,Ventilated Disc,Ventilated Disc,McPherson suspension with lower triangular links and torsion stabiliser,"multi-element axle, with one longitudinal and transverse links, with torsion stabiliser",1490,1540,215/55 R17,215/55 R17,Electro-Hydraulic,All Windows,Smart Key,180PS@6200RPM,250NM@1250-5000rpm,Digital,Analog,Analog,TRUE,5,Leather,Automatic,2841,215/55 R17,TRUE,2,CD/MP3/DVD Player with USB & Aux-in,TRUE,TRUE,3 years / Unlimited Kms,TRUE,"Internal, With Remote",625,TRUE,TRUE,TRUE,Digital,Front & Rear,TRUE,Front & Rear,TRUE,2 years /100000 Kms (years/distance whichever comes first),TRUE,Internal,Analog,Automatic,Analog + Digital,TRUE,5.4,TRUE,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,All Rows,2030,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Curtain airbags, Front passenger side airbag, Rear passenger side airbags",TRUE,TRUE,TRUE,TRUE,8,"Rake, Reach",Front and rear sensors with camera,TRUE,TRUE,TRUE,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",TRUE,TRUE,Electric Adjustment with Memory,TRUE,TRUE,Cup Holders,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
755,755,Skoda,Superb,L & K 2.0 Tdi At,3349599,1968,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,66,Diesel,1483,4861,1864,Sedan,4,15.1,18.19,18.19,1565,6,149,Ventilated Disc,Ventilated Disc,McPherson suspension with lower triangular links and torsion stabilizer,"Multi-element axle, with one longitudinal and three transverse links, with torsion stabiliser",1490,1540,215/55 R17,215/55 R17,Electro-Hydraulic,All Windows,Smart Key,177PS@4000RPM,350Nm@1500-3500rpm,Digital,Analog,Analog,TRUE,5,Leather,Automatic,2841,215/55 R17,TRUE,2,CD/MP3/DVD Player with USB & Aux-in,TRUE,TRUE,2 years / Unlimited Kms,TRUE,"With Remote, Internal",625,TRUE,TRUE,TRUE,Digital,Front & Rear,TRUE,Front & Rear,TRUE,"3rd/4th year/up to 80,000 Kms (whichever comes first)",TRUE,Internal,Analog,Automatic,Analog + Digital,TRUE,11.1,TRUE,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,All Rows,2060,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",TRUE,TRUE,TRUE,TRUE,8,"Rake, Reach",Front and rear sensors with camera,TRUE,TRUE,TRUE,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",TRUE,TRUE,Electric Adjustment with Memory,TRUE,TRUE,Cup Holders,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
756,756,Skoda,Superb,Style 2.0 Tdi At,3029599,1968,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,66,Diesel,1483,4861,1864,Sedan,4,15.1,18.19,18.19,1565,6,149,Ventilated Disc,Ventilated Disc,McPherson suspension with lower triangular links and torsion stabilizer,"Multi-element axle, with one longitudinal and three transverse links, with torsion stabiliser",1490,1540,215/55 R16,215/55 R16,Electro-Hydraulic,All Windows,Smart Key,177PS@4000RPM,350Nm@1500-3500rpm,Digital,Analog,Analog,1,5,Leather,Automatic,2841,215/55 R16,TRUE,3,CD/MP3/DVD Player with USB & Aux-in,TRUE,TRUE,3 years / Unlimited Kms,TRUE,"Internal, With Remote",625,TRUE,TRUE,TRUE,Digital,Front & Rear,TRUE,Front & Rear,TRUE,2 years /100000 Kms (years/distance whichever comes first),TRUE,Internal,Digital,Automatic,Analog + Digital,TRUE,11.1,TRUE,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,All Rows,2060,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags, Rear passenger side airbags",TRUE,TRUE,TRUE,TRUE,8,"Rake, Reach",Front and rear sensors with camera,TRUE,TRUE,TRUE,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",TRUE,TRUE,Electric Adjustment with Memory,TRUE,TRUE,Cup Holders,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
757,757,Skoda,Superb,Corporate Edition 1.8 Tsi At,2599599,1798,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,66,Petrol,1483,4861,1864,Sedan,4,10.1,14.67,14.67,1540,7,164,Ventilated Disc,Ventilated Disc,McPherson suspension with lower triangular links and torsion stabilizer,"Multi-element axle, with one longitudinal and three transverse links, with torsion stabiliser",1490,1540,205/55 R16,205/55 R16,Electro-Hydraulic,All Windows,Smart Key,180PS@6200RPM,250NM@1250-5000rpm,Digital,Analog,Analog,TRUE,5,Leather,Automatic,2841,205/55 R16,TRUE,2,CD/MP3/DVD Player with USB & Aux-in,TRUE,TRUE,2 years / Unlimited Kms,TRUE,"With Remote, Internal",625,TRUE,TRUE,TRUE,Digital,Front & Rear,TRUE,Front & Rear,TRUE,"3rd/4th year/up to 80,000 Kms (whichever comes first)",TRUE,Internal,Analog,Manual,Analog + Digital,TRUE,11.7,TRUE,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,All Rows,2030,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",TRUE,TRUE,TRUE,TRUE,8,"Rake, Reach",Front and rear sensors with camera,TRUE,TRUE,TRUE,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",TRUE,TRUE,Electric Adjustment with Memory,TRUE,TRUE,Cup Holders,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
758,758,Skoda,Superb,Corporate Edition 2.0 Tdi At,2849599,1968,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,66,Diesel,1483,4861,1864,Sedan,4,15.1,18.19,18.19,1565,6,149,Ventilated Disc,Ventilated Disc,McPherson suspension with lower triangular links and torsion stabilizer,"Multi-element axle, with one longitudinal and three transverse links, with torsion stabiliser",1490,1540,215/55 R16,215/55 R16,Electro-Hydraulic,All Windows,Smart Key,177PS@4000RPM,350Nm@1500-3500rpm,Digital,Analog,Analog,1,5,Leather,Automatic,2841,215/55 R16,TRUE,3,CD/MP3/DVD Player with USB & Aux-in,TRUE,TRUE,3 years / Unlimited Kms,TRUE,"Internal, With Remote",625,TRUE,TRUE,TRUE,Digital,Front & Rear,TRUE,Front & Rear,TRUE,2 years /100000 Kms (years/distance whichever comes first),TRUE,Internal,Digital,Automatic,Analog + Digital,TRUE,11.1,TRUE,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,All Rows,2060,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags, Rear passenger side airbags",TRUE,TRUE,TRUE,TRUE,8,"Rake, Reach",Front and rear sensors with camera,TRUE,TRUE,TRUE,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",TRUE,TRUE,Electric Adjustment with Memory,TRUE,TRUE,Cup Holders,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
759,759,Volvo,V40,Kinetic,2769000,1984,5,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60,Diesel,1420,4369,2041,Hatchback,5,16.8,17,16.81,1500,6,133,Ventilated Disc,Ventilated Disc,"MacPherson Strut, Coil Spring",Independent suspension with McPherson Struts,1559,1546,115/90R17,115/90R17,Electric Power,All Windows,Remote,150PS@150rpm,350Nm@1500-2750rpm,Digital,Digital,Analog,TRUE,5,Leather,Automatic,2647,115/90R17,TRUE,TRUE,CD/MP3/DVD Player with USB & Aux-in,TRUE,TRUE,2 years / Unlimited Kms,TRUE,"Manual, With Remote",324,TRUE,TRUE,TRUE,Digital,TRUE,TRUE,TRUE,TRUE,"3rd/4th year/up to 80,000 Kms (whichever comes first)",TRUE,Internal,Digital,Manual,Analog + Digital,TRUE,10.8,TRUE,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,All Rows,2020,"Driver frontal airbag, Drive side airbag, Front passenger frontal airbag, Front passenger curtain airbag, Front passenger side airbag, Driver curtain airbag, Rear passenger curtain airbags",TRUE,TRUE,FALSE,FALSE,7,"Rake, Reach",Rear sensors,FALSE,FALSE,TRUE,Touch Sensitive,Multifunction Steering Wheel,TRUE,TRUE,Electric Adjustment with Memory,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
760,760,Volvo,V40,R Design,3191000,1984,5,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60,Diesel,1420,4369,2041,Hatchback,5,16.8,17,16.81,1500,6,133,Ventilated Disc,Drum,"MacPherson Strut, Coil Spring",Independent suspension with McPherson Struts,1559,1546,115/90 R17,115/90 R17,Electric Power,All Windows,Smart Key,150PS@3500rpm,350Nm@1500-2750rpm,Digital,Digital,Analog,TRUE,5,Leather,Automatic,2647,R17,TRUE,TRUE,CD/MP3/DVD Player with USB & Aux-in,TRUE,TRUE,2 years / Unlimited Kms,TRUE,Internal,324,TRUE,TRUE,TRUE,Digital,TRUE,TRUE,TRUE,TRUE,"3rd/4th year/up to 80,000 Kms (whichever comes first)",TRUE,Internal,Digital,Manual,Analog + Digital,TRUE,10.8,TRUE,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,All Rows,2020,"Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Curtain airbags, Driver head airbag",TRUE,TRUE,TRUE,TRUE,7,"Rake, Reach",Front and rear sensors with camera,TRUE,TRUE,TRUE,Touch Sensitive,Multifunction Steering Wheel,TRUE,TRUE,Electric Adjustment with Memory,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
761,761,Toyota,Fortuner,2.8 4X2 At,3205000,2755,4,4,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,80,Diesel,1835,4795,1855,SUV,5,12.55,12.9,12.9,1970,5,220,Ventilated Disc,Ventilated Disc,Double wishbone,4-Link with Coil Spring,1540,1540,265/65R17,265/65R17,Electric Power,All Windows,Smart Key,177PS@3400rpm,450Nm@1600-2400rpm,Digital,Analog,Analog,TRUE,7,Leather,Automatic,2745,265/65R17,TRUE,TRUE,CD Player with USB & Aux-in,TRUE,FALSE,3 years /100000 Kms (years/distance whichever comes first),TRUE,Internal,296,TRUE,TRUE,TRUE,Digital,Front & Rear,FALSE,Front & Rear,TRUE,"3rd/4th year/up to 80,000 Kms (whichever comes first)",TRUE,Internal,Analog,Manual,Analog + Digital,TRUE,5.8,TRUE,Driver & Front Passenger,TRUE,Fully automatic climate control,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,All Rows,2610,"Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Drive side airbag, Curtain airbags, Driver frontal airbag",TRUE,TRUE,TRUE,FALSE,7,"Rake, Reach",Rear sensors with camera,TRUE,TRUE,TRUE,Touch Sensitive,Multifunction Steering Wheel,FALSE,TRUE,Electric Adjustment with Memory,TRUE,TRUE,Cup Holders,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
762,762,Toyota,Fortuner,2.8 4X2 Mt,3019000,2755,4,4,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,80,Diesel,1835,4795,1855,SUV,5,12.55,14.24,14.24,1970,5,220,Ventilated Disc,Ventilated Disc,Double wishbone,4-Link with Coil Spring,1540,1540,265/65R17,265/65R17,Electric Power,All Windows,Smart Key,177PS@3400rpm,420Nm@1600-2400rpm,Digital,Analog,Analog,TRUE,7,Leather,Manual,2745,R17,TRUE,TRUE,CD/MP3/DVD Player with USB & Aux-in,TRUE,FALSE,3 years /100000 Kms (years/distance whichever comes first),TRUE,Internal,296,TRUE,TRUE,TRUE,Digital,Front & Rear,FALSE,Front & Rear,TRUE,"3rd/4th year/up to 80,000 Kms (whichever comes first)",TRUE,Internal,Analog,Manual,Analog + Digital,TRUE,5.8,TRUE,Driver & Front Passenger,TRUE,Fully automatic climate control,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,All Rows,2610,"Front passenger side airbag, Rear passenger side airbags, Curtain airbags, Driver frontal airbag, Drive side airbag, Front passenger frontal airbag",TRUE,TRUE,TRUE,FALSE,7,"Rake, Reach",Rear sensors with camera,TRUE,TRUE,TRUE,Touch Sensitive,Multifunction Steering Wheel,FALSE,FALSE,Electric Adjustment with Memory,TRUE,TRUE,Cup Holders,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
763,763,Toyota,Fortuner,2.8 4X4 Mt,3216000,2755,4,4,4WD,In-line,BS IV,"Front, Transverse",Injection,80,Diesel,1835,4795,1855,SUV,5,12.55,14.24,14.24,1785,5,180,Ventilated Disc,Ventilated Disc,Double wishbone,4-Link with Coil Spring,1490,1540,265/60R18,265/60R18,Electric Power,All Windows,Smart Key,177PS@3400rpm,420Nm@1600-2400rpm,Digital,Analog,Analog,TRUE,7,Leather,Manual,2745,R18,TRUE,TRUE,CD Player with USB & Aux-in,TRUE,FALSE,3 years /100000 Kms (years/distance whichever comes first),TRUE,Internal,350,TRUE,TRUE,TRUE,Digital,Front & Rear,FALSE,Front & Rear,TRUE,"3rd/4th year/up to 80,000 Kms (whichever comes first)",TRUE,Internal,Analog,Manual,Analog + Digital,TRUE,5.8,TRUE,Driver & Front Passenger,TRUE,Fully automatic climate control,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,All Rows,2735,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",TRUE,TRUE,TRUE,FALSE,7,"Rake, Reach",Rear sensors with camera,TRUE,TRUE,TRUE,Touch Sensitive,Multifunction Steering Wheel,FALSE,TRUE,Electric Adjustment with Memory,TRUE,TRUE,Cup Holders,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
764,764,Toyota,Fortuner,2.8 4X4 At,3395000,2755,4,4,4WD,In-line,BS IV,"Front, Transverse",Injection,80,Diesel,1835,4795,1855,SUV,5,12.55,12.9,12.9,1785,5,180,Ventilated Disc,Ventilated Disc,Double wishbone,4-Link with Coil Spring,1490,1540,265/60R18,265/60R18,Electric Power,All Windows,Smart Key,177PS@3400rpm,450Nm@1600-2400rpm,Digital,Analog,Analog,TRUE,7,Leather,Automatic,2745,R18,TRUE,TRUE,CD Player with USB & Aux-in,TRUE,FALSE,3 years /100000 Kms (years/distance whichever comes first),TRUE,Internal,350,TRUE,TRUE,TRUE,Digital,Front & Rear,FALSE,Front & Rear,TRUE,"3rd/4th year/up to 80,000 Kms (whichever comes first)",TRUE,Internal,Analog,Manual,Analog + Digital,TRUE,5.8,TRUE,Driver & Front Passenger,TRUE,Fully automatic climate control,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,All Rows,2735,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Rear passenger side airbags, Drive side airbag",TRUE,TRUE,TRUE,FALSE,7,"Rake, Reach",Rear sensors with camera,TRUE,TRUE,TRUE,Touch Sensitive,Multifunction Steering Wheel,FALSE,TRUE,Electric Adjustment with Memory,TRUE,TRUE,Cup Holders,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
765,765,Toyota,Fortuner,2.7 4X2 At,2977000,2694,4,4,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,80,Petrol,1835,4795,1855,SUV,5,7.8,10.26,10.26,1785,5,180,Ventilated Disc,Ventilated Disc,Double wishbone,4-Link with Coil Spring,1490,1540,265/65R17,265/65R17,Electric Power,All Windows,Smart Key,166PS@5200rpm,245Nm@4000rpm,Digital,Analog,Analog,TRUE,7,Leather,Automatic,2745,R17,TRUE,TRUE,CD Player with USB & Aux-in,TRUE,FALSE,3 years /100000 Kms (years/distance whichever comes first),TRUE,Internal,350,TRUE,TRUE,TRUE,Digital,Front & Rear,FALSE,Front & Rear,TRUE,"3rd/4th year/up to 80,000 Kms (whichever comes first)",TRUE,Internal,Analog,Manual,Analog + Digital,TRUE,5.8,TRUE,Driver & Front Passenger,TRUE,Fully automatic climate control,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,All Rows,2500,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",TRUE,TRUE,TRUE,FALSE,7,"Rake, Reach",Rear sensors with camera,TRUE,TRUE,TRUE,Touch Sensitive,Multifunction Steering Wheel,FALSE,TRUE,Electric Adjustment with Memory,TRUE,TRUE,Cup Holders,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
766,766,Toyota,Fortuner,2.7 4X2 Mt,2818000,2694,4,4,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,80,Petrol,1835,4795,1855,SUV,5,7.8,10.01,10.01,1785,5,180,Ventilated Disc,Ventilated Disc,Double wishbone,4-Link with Coil Spring,1490,1540,265/65R17,265/65R17,Electric Power,All Windows,Smart Key,166PS@5200rpm,245Nm@4000rpm,Digital,Analog,Analog,TRUE,7,Leather,Manual,2745,R17,TRUE,TRUE,CD/MP3/DVD Player with USB & Aux-in,TRUE,FALSE,3 years /100000 Kms (years/distance whichever comes first),TRUE,Internal,350,TRUE,TRUE,TRUE,Digital,Front & Rear,FALSE,Front & Rear,TRUE,"3rd/4th year/up to 80,000 Kms (whichever comes first)",TRUE,Internal,Analog,Manual,Analog + Digital,TRUE,5.6,TRUE,Driver & Front Passenger,TRUE,Fully automatic climate control,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,All Rows,2500,"Driver frontal airbag, Drive side airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",TRUE,TRUE,TRUE,FALSE,7,"Rake, Reach",Rear sensors with camera,TRUE,TRUE,TRUE,Touch Sensitive,Multifunction Steering Wheel,FALSE,FALSE,Electric Adjustment with Memory,TRUE,TRUE,Cup Holders,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
767,767,Toyota,Fortuner,Trd Celebratory Edition,3420000,2755,4,4,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,80,Diesel,1835,4795,1855,SUV,5,12.55,12.9,12.9,1970,6,220,Ventilated Disc,Ventilated Disc,Double wishbone,4-Link with Coil Spring,1540,1540,265/65R18,265/65R18,Electric Power,All Windows,Smart Key,177PS@3400rpm,450Nm@1600-2400rpm,Digital,Analog,Analog,TRUE,7,Leather,Automatic,2745,265/65R18,TRUE,TRUE,CD Player with USB & Aux-in,TRUE,TRUE,3 years /100000 Kms (years/distance whichever comes first),TRUE,Internal,296,TRUE,TRUE,TRUE,Digital,Front & Rear,TRUE,Front & Rear,TRUE,"3rd/4th year/up to 80,000 Kms (whichever comes first)",TRUE,Internal,Analog,Manual,Digital,TRUE,5.8,TRUE,Driver & Front Passenger,TRUE,Fully automatic climate control,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,All Rows,2610,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Drive side airbag",TRUE,TRUE,TRUE,TRUE,7,"Rake, Reach","Rear sensors, Rear sensors with camera",TRUE,TRUE,TRUE,Touch Sensitive,Multifunction Steering Wheel,FALSE,TRUE,Electric Adjustment with Memory,TRUE,TRUE,Cup Holders,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
768,768,Ford,Endeavour,3.2L 4X4 At Titanium Plus,3470000,3198,5,4,AWD (All Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,80,Diesel,1837,4903,1869,SUV,5,7.7,10.91,10.91,2394,6,225,Ventilated Disc,Ventilated Disc,Independent coil spring with anti-roll bar,"Coil Spring, Watt Linkage Type with Anti-roll Bar",1560,1564,265 / 60 R18,265 / 60 R18,Hydraulic Power,All Windows,Smart Key,200PS@3000rpm,470Nm@1750-2500rpm,Digital,Analog,Analog,2,7,Leather,Automatic,2850,265 / 60 R18,TRUE,3,CD Player with USB & Aux-in,TRUE,TRUE,2 years / Unlimited Kms,TRUE,Internal,430,TRUE,TRUE,TRUE,Digital,Front & Rear,TRUE,Front & Rear,TRUE,"3rd/4th year/up to 80,000 Kms (whichever comes first)",TRUE,Internal,Digital,Manual,Analog + Digital,TRUE,6.2,TRUE,Driver & Front Passenger,TRUE,"Fully automatic climate control, 2 Zone Climate Control",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,All Rows,2510,"Drive side airbag, Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag",TRUE,TRUE,TRUE,TRUE,7,Rake,Front and rear sensors with camera,TRUE,TRUE,TRUE,Touch Sensitive,Multifunction Steering Wheel,TRUE,TRUE,Electric Adjustment with Memory,TRUE,TRUE,Cup Holders,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
769,769,Ford,Endeavour,2.2L 4X2 At Titanium Plus,3233000,2198,4,4,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,80,Diesel,1837,4903,1869,SUV,5,9.3,12.62,12.62,2238,6,225,Ventilated Disc,Ventilated Disc,Independent coil spring with anti-roll bar,"Coil Spring, Watt Linkage Type with Anti-roll Bar",1560,1564,265/60R18,265/60R18,Hydraulic Power,All Windows,Smart Key,160PS@3200rpm,385Nm@1600-2500rpm,Digital,Analog,Analog,2,7,Leather,Automatic,2850,265/60R18,TRUE,3,CD Player with USB & Aux-in,TRUE,TRUE,"2 Years / 100,000 Kms (whichever comes first)",TRUE,Internal,430,TRUE,TRUE,TRUE,Digital,Front & Rear,TRUE,Front & Rear,TRUE,3 Years /100000 Kms (Whichever comes earlier),TRUE,Internal,Digital,Manual,Analog + Digital,TRUE,6.2,TRUE,Driver & Front Passenger,TRUE,"Fully automatic climate control, 2 Zone Climate Control",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,All Rows,2510,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags",TRUE,TRUE,TRUE,TRUE,7,Rake,Front and rear sensors with camera,TRUE,TRUE,TRUE,Touch Sensitive,Multifunction Steering Wheel,TRUE,TRUE,Electric Adjustment with Memory,TRUE,TRUE,Cup Holders,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
