,Unnamed: 0,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Keyless_Entry,Power,Torque,Odo,Speedo,Tacho,Trip,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_MP3_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Diing_Rear-View_Mirror,Hill_Assist,Gear_Indicator,Engine_Iobilizer,Seat_Back_Pockets,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Adjustable_Steering_Column,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Leather_Wrapped_Steering,Automatic_Headlamps,ASR_Traction_Control,Cruise_Control
45,45,Maruti Suzuki,Celerio Tour,H2 Cng,480670,998,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60,CNG,1560,3695,1600,Hatchback,5,52,17,23,915,5,165,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,1420,1410,165/70R14,165/70R14,Electric Power,All Windows,Smart Key,59bhp@6000rpm,78Nm@3500rpm,Digital,Analog,Not on offer,TRUE,5,Fabric,Manual,2425,165/70R14,FALSE,TRUE,Not on offer,FALSE,TRUE,2 years /40000 Kms (years/distance whichever comes first),FALSE,Manual,235,FALSE,TRUE,TRUE,Digital,Front,TRUE,Front & Rear,TRUE,"3rd/4th year/up to 80,000 Kms (whichever comes first)",FALSE,Internal,Digital,Manual,Analog + Digital,TRUE,4.7,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,All Rows,1350,"Driver frontal airbag, Front passenger frontal airbag",TRUE,FALSE,FALSE,FALSE,2,"Rake, Reach",Rear sensors with camera,TRUE,FALSE,FALSE,Touch Sensitive,Multifunction Steering Wheel,FALSE,FALSE,Manual Adjustment,FALSE,FALSE,Cup Holders,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
46,46,Hyundai,Santro,Era Mt,429990,1086,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1560,3610,1645,Hatchback,4,52,17,20.3,1785,5,180,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,"1,476 (R13) ","1,494 (R13) ",185/60R15,185/60R15,Electric Power,Only Front Windows,Smart Key,69PS@5500rpm,99.04nm@4500RPM,Analog,Analog,Analog,TRUE,5,Fabric,Manual,2400,185/60R15,FALSE,TRUE,Not on offer,FALSE,TRUE,2 years / Unlimited Kms,FALSE,"With Remote, Internal",350,FALSE,FALSE,TRUE,Analog,Front & Rear,TRUE,Front & Rear,TRUE,"3rd/4th year/up to 80,000 Kms (whichever comes first)",FALSE,"With Remote, Internal",Digital,Manual,Analog,TRUE,13,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,All Rows,2510,Driver frontal airbag,TRUE,TRUE,TRUE,TRUE,1,"Rake, Reach",Rear sensors with camera,TRUE,FALSE,FALSE,Touch Sensitive,Multifunction Steering Wheel,TRUE,FALSE,Manual Adjustment,FALSE,TRUE,Cup Holders,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
47,47,Hyundai,Santro,Magna Mt,503990,1086,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1560,3610,1645,Hatchback,4,52,17,20.3,1785,5,180,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,1476,1494,185/60R15,185/60R15,Electric Power,All Windows,Remote,69PS@5500rpm,99.04nm@4500RPM,Analog,Analog,Analog,TRUE,5,Fabric,Manual,2400,185/60R15,FALSE,1,Not on offer,FALSE,TRUE,2 years / Unlimited Kms,FALSE,"With Remote, Manual, Internal",350,FALSE,TRUE,TRUE,Analog,Front & Rear,TRUE,Front & Rear,TRUE,"3rd/4th year/up to 80,000 Kms (whichever comes first)",FALSE,"With Remote, Internal",Digital,Manual,Analog + Digital,TRUE,13,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,All Rows,2510,Driver frontal airbag,TRUE,TRUE,TRUE,TRUE,1,"Rake, Reach",Rear sensors with camera,TRUE,FALSE,FALSE,Touch Sensitive,Multifunction Steering Wheel,TRUE,FALSE,Manual Adjustment,FALSE,TRUE,Cup Holders,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
48,48,Hyundai,Santro,Magna Mt Cng,547990,1086,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,CNG,1560,3610,1645,Hatchback,4,52,17,23,1785,5,180,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,1476,1494,185/60R15,185/60R15,Electric Power,All Windows,Smart Key,59PS@5500RPM,99.04nm@4500RPM,Digital,Digital,Analog,TRUE,5,Fabric,Manual,2400,185/60R15,FALSE,1,Not on offer,FALSE,TRUE,2 years / Unlimited Kms,FALSE,"With Remote, Manual, Internal",350,FALSE,TRUE,TRUE,Analog,Front & Rear,TRUE,Front & Rear,TRUE,"3rd/4th year/up to 80,000 Kms (whichever comes first)",FALSE,"Internal, With Remote",Digital,Manual,Analog + Digital,TRUE,13,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,All Rows,2510,Driver frontal airbag,TRUE,TRUE,TRUE,TRUE,1,Rake,Rear sensors with camera,TRUE,FALSE,FALSE,Touch Sensitive,Multifunction Steering Wheel,TRUE,FALSE,Manual Adjustment,FALSE,TRUE,Cup Holders,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49,49,Hyundai,Santro,Magna Amt,530990,1086,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1560,3610,1645,Hatchback,4,52,17,20.3,1785,5,180,Solid Disc,Drum,Mc Pherson Strut,Coupled Torsion Beam Axle,1476,1494,155/80 R13,155/80 R13,Electric Power,All Windows,Smart Key,69PS@5500rpm,10.1m@4500RPM,Analog,Analog,Analog,TRUE,5,Fabric,AMT,2400,155/80 R13,FALSE,TRUE,CD Player with USB & Aux-in,TRUE,TRUE,2 years / Unlimited Kms,TRUE,Internal,350,TRUE,TRUE,TRUE,Analog,Front & Rear,TRUE,Front & Rear,TRUE,"3rd/4th year/up to 80,000 Kms (whichever comes first)",TRUE,Internal,Digital,Manual,Analog,TRUE,13,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2510,Driver frontal airbag,TRUE,TRUE,TRUE,FALSE,1,"Rake, Reach",Rear sensors with camera,TRUE,TRUE,FALSE,TRUE,Multifunction Steering Wheel,TRUE,FALSE,Manual Adjustment,FALSE,TRUE,Cup Holders,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
50,50,Hyundai,Santro,Sportz Mt,512990,1086,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1560,3610,1645,Hatchback,4,52,17,20.3,1785,5,180,Solid Disc,Drum,MacPherson Strut,Coupled Torsion Beam Axle,1463,1481,165/70 R14,165/70 R14,Electric Power,All Windows,Remote,69PS@5500rpm,10.1m@4500RPM,Analog,Analog,Analog,TRUE,5,Fabric,Manual,2400,165/70 R14,FALSE,1,CD/MP3/DVD Player with USB & Aux-in,TRUE,TRUE,2 years / Unlimited Kms,TRUE,"Manual, Internal, With Remote",350,TRUE,TRUE,TRUE,Digital,Front & Rear,TRUE,Front & Rear,TRUE,"3rd/4th year/up to 80,000 Kms (whichever comes first)",TRUE,"Internal, With Remote",Digital,Manual,Analog + Digital,TRUE,13,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,All Rows,2510,Driver frontal airbag,TRUE,TRUE,TRUE,TRUE,1,"Rake, Reach",Rear sensors with camera,TRUE,TRUE,FALSE,Touch Sensitive,Multifunction Steering Wheel,TRUE,FALSE,Manual Adjustment,TRUE,TRUE,Cup Holders,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
51,51,Hyundai,Santro,Sportz Mt Cng,578990,1086,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60,CNG,1560,3610,1645,Hatchback,4,52,17,23,1785,5,180,Solid Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,1463,1481,165/70 R14,165/70 R14,Electric Power,All Windows,Smart Key,59PS@5500RPM,8.3M@4500rpm,Analog,Analog,Analog,TRUE,5,Fabric,Manual,2400,165/70 R14,FALSE,TRUE,CD Player with USB & Aux-in,TRUE,TRUE,2 years / Unlimited Kms,TRUE,Internal,350,TRUE,TRUE,TRUE,Analog,Front & Rear,TRUE,Front & Rear,TRUE,"3rd/4th year/up to 80,000 Kms (whichever comes first)",TRUE,Internal,TRUE,Manual,Digital,TRUE,13,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Front Row,2510,Driver frontal airbag,TRUE,TRUE,TRUE,FALSE,1,"Rake, Reach",Rear sensors with camera,TRUE,TRUE,FALSE,Touch Sensitive,Multifunction Steering Wheel,TRUE,FALSE,Manual Adjustment,TRUE,TRUE,Cup Holders,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
52,52,Hyundai,Santro,Sportz Amt,570990,1086,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1560,3610,1645,Hatchback,4,52,17,20.3,1785,5,180,Solid Disc,Drum,Mc Pherson Struct,Coupled Torsion Beam Axle,1463,1481,165/70 R14,165/70 R14,Electric Power,All Windows,TRUE,69PS@5500rpm,10.1m@4500RPM,Analog,Analog,Analog,TRUE,5,Fabric,AMT,2400,165/70 R14,FALSE,TRUE,CD Player with USB & Aux-in,TRUE,TRUE,2 years / Unlimited Kms,TRUE,Internal,350,TRUE,TRUE,TRUE,Analog,Front & Rear,TRUE,Front & Rear,TRUE,"3rd/4th year/up to 80,000 Kms (whichever comes first)",TRUE,Internal,Digital,Manual,Analog,TRUE,13,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,All Rows,2510,Driver frontal airbag,TRUE,TRUE,TRUE,FALSE,1,"Rake, Reach",Rear sensors with camera,TRUE,TRUE,FALSE,Touch Sensitive,Multifunction Steering Wheel,TRUE,FALSE,Manual Adjustment,TRUE,TRUE,Cup Holders,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
53,53,Hyundai,Santro,Asta Mt,556490,1086,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1560,3610,1645,Hatchback,4,52,17,20.3,1785,5,180,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,1463,1481,185/60R15,185/60R15,Electric Power,All Windows,Remote,69PS@5500rpm,99.04nm@4500RPM,Analog,Analog,Analog,TRUE,5,Fabric,Manual,2400,185/60R15,FALSE,1,CD/MP3/DVD Player with USB & Aux-in,TRUE,TRUE,2 years / Unlimited Kms,TRUE,"Manual, With Remote, Internal",350,TRUE,TRUE,TRUE,Analog,Front & Rear,TRUE,Front & Rear,TRUE,"3rd/4th year/up to 80,000 Kms (whichever comes first)",TRUE,Internal,Digital,Manual,Analog + Digital,TRUE,13,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,All Rows,2510,"Front passenger frontal airbag, Driver frontal airbag",TRUE,TRUE,TRUE,TRUE,2,TRUE,Rear sensors with camera,TRUE,TRUE,FALSE,Touch Sensitive,Multifunction Steering Wheel,TRUE,FALSE,Manual Adjustment,TRUE,TRUE,Cup Holders,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
54,54,Tata,Tiago,Revotron Xe,460000,1199,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35,Petrol,1535,3765,1677,Hatchback,5,52,17,23,935,5,180,Ventilated Disc,Drum,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; Twist beam with dual path strut,1490,1540,155/80 R13,155/80 R13,Electric Power,All Windows,Smart Key,86PS@6000rpm,114NM@3300rpm,Digital,Analog,Analog,2,5,Fabric,Manual,2400,155/80 R13,FALSE,TRUE,Not on offer,FALSE,TRUE,"2 Years / 75,000 KM (whichever is earlier)",FALSE,"Internal, With Remote",350,FALSE,FALSE,TRUE,TRUE,Front,TRUE,Front & Rear,TRUE,"2 years + 1 year (3rd year extended warranty up to 75,000km) or 2 years + 2 years (3rd and 4th year extended warranty up to 1,00,000 kms).",FALSE,"With Remote, Internal",Analog,Manual,Analog + Digital,TRUE,13,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,All Rows,2510,"Driver frontal airbag, Front passenger frontal airbag",FALSE,TRUE,FALSE,TRUE,2,Rake,Rear sensors,TRUE,FALSE,TRUE,Touch Sensitive,Multifunction Steering Wheel,TRUE,FALSE,Manual Adjustment,FALSE,FALSE,Cup Holders,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
55,55,Tata,Tiago,Revotron Xt,520000,1199,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35,Petrol,1535,3746,1647,Hatchback,5,23.84,23,23,930,5,170,Ventilated Disc,Drum,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; Twist beam with dual path strut,1400,1420,175/65 R14,175/65 R14,Electric Power,All Windows,Remote,86PS@6000rpm,114NM@3300rpm,Digital,Analog,Analog,2,5,Fabric,Manual,2400,175/65 R14,FALSE,TRUE,CD Player with USB & Aux-in,TRUE,TRUE,"2 Years / 75,000 KM (whichever is earlier)",TRUE,"With Remote, Internal",242,TRUE,TRUE,TRUE,Digital,Front,TRUE,Front & Rear,TRUE,"2 years + 1 year (3rd year extended warranty up to 75,000km) or 2 years + 2 years (3rd and 4th year extended warranty up to 1,00,000 kms).",TRUE,"Internal, With Remote",Analog,Manual,Analog + Digital,TRUE,4.9,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Front Row,2510,"Driver frontal airbag, Front passenger frontal airbag",TRUE,TRUE,TRUE,TRUE,2,Rake,Front and rear sensors with camera,TRUE,TRUE,TRUE,Touch Sensitive,Multifunction Steering Wheel,TRUE,FALSE,Manual Adjustment,TRUE,FALSE,Cup Holders,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
56,56,Tata,Tiago,Revotron Xz,570000,1199,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35,Petrol,1535,3746,1647,Hatchback,5,23.84,23,23,930,5,170,Ventilated Disc,Drum,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; Twist beam with dual path strut,1400,1420,175/65 R14,175/65 R14,Electric Power,All Windows,Remote,86PS@6000rpm,114NM@3300rpm,Digital,Analog,Analog,2,5,Fabric,Manual,2400,175/65 R14,FALSE,TRUE,CD Player with USB & Aux-in,TRUE,TRUE,"2 Years / 75,000 KM (whichever is earlier)",TRUE,"With Remote, Internal",242,TRUE,TRUE,TRUE,Digital,Front,TRUE,Front & Rear,TRUE,"2 years + 1 year (3rd year extended warranty up to 75,000km) or 2 years + 2 years (3rd and 4th year extended warranty up to 1,00,000 kms).",TRUE,"Internal, With Remote",Analog,Manual,Analog + Digital,TRUE,4.9,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Front Row,2510,"Driver frontal airbag, Front passenger frontal airbag",TRUE,TRUE,TRUE,TRUE,2,Rake,Front and rear sensors with camera,TRUE,TRUE,TRUE,Touch Sensitive,Multifunction Steering Wheel,TRUE,FALSE,Manual Adjustment,TRUE,FALSE,Cup Holders,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
57,57,Tata,Tiago,Revotron Xz Plus,599000,1199,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35,Petrol,1535,3746,1647,Hatchback,5,23.84,23,23,930,5,170,Ventilated Disc,Drum,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; Twist beam with dual path strut,1400,1420,175/65 R14,175/65 R14,Electric Power,All Windows,Remote,86PS@6000rpm,114NM@3300rpm,Digital,Analog,Analog,2,5,Fabric,Manual,2400,175/65 R14,FALSE,TRUE,CD Player with USB & Aux-in,TRUE,TRUE,"2 Years / 75,000 KM (whichever is earlier)",TRUE,"With Remote, Internal",242,TRUE,TRUE,TRUE,Digital,Front,TRUE,Front & Rear,TRUE,"2 years + 1 year (3rd year extended warranty up to 75,000km) or 2 years + 2 years (3rd and 4th year extended warranty up to 1,00,000 kms).",TRUE,"Internal, With Remote",Analog,Manual,Analog + Digital,TRUE,4.9,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Front Row,2510,"Driver frontal airbag, Front passenger frontal airbag",TRUE,TRUE,TRUE,TRUE,2,Rake,Front and rear sensors with camera,TRUE,TRUE,TRUE,Touch Sensitive,Multifunction Steering Wheel,TRUE,FALSE,Manual Adjustment,TRUE,FALSE,Cup Holders,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
58,58,Tata,Tiago,Revotron Xz Plus Dual Tone,610000,1199,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35,Petrol,1535,3746,1647,Hatchback,5,23.84,23,23,930,5,170,Ventilated Disc,Drum,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; Twist beam with dual path strut,1400,1420,175/65 R14,175/65 R14,Electric Power,All Windows,Remote,86PS@6000rpm,114NM@3300rpm,Digital,Analog,Analog,2,5,Fabric,Manual,2400,175/65 R14,FALSE,TRUE,CD Player with USB & Aux-in,TRUE,TRUE,"2 Years / 75,000 KM (whichever is earlier)",TRUE,"With Remote, Internal",242,TRUE,TRUE,TRUE,Digital,Front,TRUE,Front & Rear,TRUE,"2 years + 1 year (3rd year extended warranty up to 75,000km) or 2 years + 2 years (3rd and 4th year extended warranty up to 1,00,000 kms).",TRUE,"Internal, With Remote",Analog,Manual,Analog + Digital,TRUE,4.9,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Front Row,2510,"Driver frontal airbag, Front passenger frontal airbag",TRUE,TRUE,TRUE,TRUE,2,Rake,Front and rear sensors with camera,TRUE,TRUE,TRUE,Touch Sensitive,Multifunction Steering Wheel,TRUE,FALSE,Manual Adjustment,TRUE,FALSE,Cup Holders,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
59,59,Tata,Tiago,Revotron Xza,620000,1199,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35,Petrol,1535,3746,1647,Hatchback,5,23.84,24,24,930,5,170,Solid Disc,Drum,"Independent Lower Wishbone, McPherson Strut with coil Spring",Rear Twist beam with coil spring mounted on hydraulic shock absorbers,1400,1420,175 / 65 R14,175 / 65 R14,Electric Power,All Windows,Remote,86PS@6000rpm,114NM@3300rpm,Digital,Analog,Analog,TRUE,5,Fabric,AMT,2400,185/60R15,FALSE,TRUE,CD Player with USB & Aux-in,TRUE,TRUE,2 years / Unlimited Kms,TRUE,"Internal, With Remote",240,TRUE,TRUE,TRUE,Digital,Front,TRUE,Front & Rear,TRUE,"3rd/4th year/up to 80,000 Kms (whichever comes first)",TRUE,"Internal, With Remote",Analog,Manual,Analog + Digital,TRUE,13,TRUE,Driver & Front Passenger,Not Applicable,Fully automatic climate control,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Front Row,2510,"Driver frontal airbag, Front passenger frontal airbag",TRUE,TRUE,TRUE,TRUE,2,Rake,Rear sensors with camera,TRUE,TRUE,TRUE,Touch Sensitive,Multifunction Steering Wheel,TRUE,FALSE,Manual Adjustment,TRUE,FALSE,Cup Holders,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
60,60,Tata,Tiago,Revotron Xza Plus,649000,1199,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35,Petrol,1535,3746,1647,Hatchback,5,23.84,24,24,930,5,170,Solid Disc,Drum,"Independent Lower Wishbone, McPherson Strut with coil Spring",Rear Twist beam with coil spring mounted on hydraulic shock absorbers,1400,1420,175/60 R15,175/60 R15,Electric Power,All Windows,Remote,86PS@6000rpm,114NM@3300rpm,Digital,Analog,Analog,TRUE,5,Fabric,AMT,2400,185/60R15,FALSE,TRUE,CD Player with USB & Aux-in,TRUE,TRUE,2 years / Unlimited Kms,TRUE,"Internal, With Remote",240,TRUE,TRUE,TRUE,Digital,Front,TRUE,Front & Rear,TRUE,"3rd/4th year/up to 80,000 Kms (whichever comes first)",TRUE,"Internal, With Remote",Analog,Manual,Analog + Digital,TRUE,13,TRUE,Driver & Front Passenger,Not Applicable,Fully automatic climate control,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Front Row,2510,"Driver frontal airbag, Front passenger frontal airbag",TRUE,TRUE,TRUE,TRUE,2,Rake,Rear sensors with camera,TRUE,TRUE,TRUE,Touch Sensitive,Multifunction Steering Wheel,TRUE,FALSE,Manual Adjustment,TRUE,FALSE,Cup Holders,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
61,61,Tata,Tiago,Revotron Xza Plus Dual Tone,660000,1199,3,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35,Petrol,1535,3746,1647,Hatchback,5,23.84,24,24,930,5,170,Solid Disc,Drum,"Independent Lower Wishbone, McPherson Strut with coil Spring",Rear Twist beam with coil spring mounted on hydraulic shock absorbers,1400,1420,185/60R15,175/60 R15,Electric Power,All Windows,Remote,86PS@6000rpm,114NM@3300rpm,Digital,Analog,Analog,TRUE,5,Fabric,AMT,2400,185/60R15,FALSE,TRUE,CD Player with USB & Aux-in,TRUE,TRUE,2 years / Unlimited Kms,TRUE,"Internal, With Remote",240,TRUE,TRUE,TRUE,Digital,Front,TRUE,Front & Rear,TRUE,"3rd/4th year/up to 80,000 Kms (whichever comes first)",TRUE,"Internal, With Remote",Analog,Manual,Analog + Digital,TRUE,13,TRUE,Driver & Front Passenger,Not Applicable,Fully automatic climate control,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Front Row,2510,"Driver frontal airbag, Front passenger frontal airbag",TRUE,TRUE,TRUE,TRUE,2,Rake,Rear sensors with camera,TRUE,TRUE,TRUE,Touch Sensitive,Multifunction Steering Wheel,TRUE,FALSE,Manual Adjustment,TRUE,FALSE,Cup Holders,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
62,62,Maruti Suzuki,Celerio X,Vxi (O),481074,998,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1560,3600,1600,Hatchback,5,23,22,23.1,810,5,165,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,1420,1410,165/70R14,165/70R14,Electric Power,All Windows,Smart Key,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Analog,TRUE,5,Fabric,Manual,2425,165/70R14,FALSE,TRUE,Not on offer,FALSE,FALSE,2 years /40000 Kms (years/distance whichever comes first),FALSE,Manual,235,FALSE,TRUE,TRUE,Digital,Front,TRUE,Front & Rear,TRUE,"3rd/4th year/up to 80,000 Kms (whichever comes first)",FALSE,Internal,Digital,Manual,Analog + Digital,TRUE,4.7,TRUE,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,All Rows,1250,"Driver frontal airbag, Front passenger frontal airbag",TRUE,FALSE,TRUE,FALSE,2,Rake,Rear sensors with camera,TRUE,FALSE,FALSE,Touch Sensitive,TRUE,FALSE,FALSE,Manual Adjustment,FALSE,FALSE,Cup Holders,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
